Distance_m,Misalignment_cm,Frequency_kHz,Coil_turns,Coupling_k,Inductive_efficiency,Microwave_efficiency,Hybrid_efficiency,Mode
0.249816047538945,14.260714596148743,85.37908866699586,10,0.3267099232222973,81.5804257340716,71.47801608782677,81.5804257340716,Inductive
0.28369955678634684,5.005629167085328,84.90068225578179,10,0.3367940931636574,85.33287915228414,75.49177554917522,85.33287915228414,Inductive
0.17272998688284025,2.7510676478015075,85.01777746128958,11,0.49690198361580223,91.15104246491738,70.50954805309944,91.15104246491738,Inductive
0.4895022075365837,3.4915701064545637,84.90601959858292,10,0.1783261447514398,70.82909243986016,81.33276675631292,81.33276675631292,Microwave
0.286705157299192,12.899106101044808,84.76528068291307,12,0.29632347199982784,81.04418621556884,74.28532522196626,81.04418621556884,Inductive
0.25416660101596644,0.23949378330321291,85.53172347419988,9,0.39760904889897086,88.9966897694481,76.89258900661008,88.9966897694481,Inductive
0.14881529393791154,7.427653651669052,84.81643963693443,10,0.5000814663989365,89.6469680701796,68.27019844299569,89.6469680701796,Inductive
0.3080272084711243,8.200654190149194,85.87359381148613,12,0.2969898263091004,81.71787846972869,75.457870757649,81.71787846972869,Inductive
0.1353970008207678,2.939742936287178,85.21078883218416,8,0.558373568876247,91.19103185360055,70.78874904158455,91.19103185360055,Inductive
0.34281369907467385,4.1399877303381505,85.06873877730465,12,0.2823905693279124,81.81812612986357,77.97046204135253,81.81812612986357,Inductive
0.3916028672163949,11.569055200289187,85.16926960986082,12,0.21609751415433767,74.15306611539633,76.26126456020755,76.26126456020755,Microwave
0.24832730087930655,10.032618789954109,84.91040974359444,12,0.34976381718711375,83.98929926008749,75.17822416779772,83.98929926008749,Inductive
0.4548850970305306,7.08322387742924,84.25298972727036,12,0.18876712163518794,71.35328393872085,79.06735155565669,79.06735155565669,Microwave
0.27573460074630807,3.025788035030943,85.26631395239114,8,0.35590264359747564,86.32058648011655,71.60009080917806,86.32058648011655,Inductive
0.4630265895704372,3.739383437233124,83.86512282958755,12,0.19337260530662703,73.19513594739813,80.72133093549007,80.72133093549007,Microwave
0.3779139732158818,13.207017585228865,85.48647172960077,9,0.22029438934916878,74.31571156235583,78.77396571548795,78.77396571548795,Microwave
0.44858423607508713,12.055081153486716,85.77011303199976,11,0.17876980820755467,69.12521098753064,78.22922466600409,78.22922466600409,Microwave
0.24251913523078997,13.602426623186311,84.71217748376641,8,0.33774701241102995,83.3303067810604,70.4771457753322,83.3303067810604,Inductive
0.42720590636899725,12.910958748845152,83.86770340635967,10,0.1889857247362128,70.75380773148076,78.12364052911015,78.12364052911015,Microwave
0.47716388156500766,4.848043980311329,84.3581781846227,8,0.18177136891259052,71.59559857433842,80.66169148154292,80.66169148154292,Microwave
0.20156616557373788,3.703140942579018,84.39333830358541,9,0.4466770808539282,89.09690470962211,72.05729894675184,89.09690470962211,Inductive
0.11322029316021937,5.176068720400245,85.27592186803578,8,0.5796640980067219,92.40698797415943,68.57671655298518,92.40698797415943,Inductive
0.2957811041110252,14.78475681165901,84.82854041339505,11,0.27981365898380556,79.92660219195155,75.3739644578689,79.92660219195155,Inductive
0.2881202537784154,14.751347113422645,84.50474451171603,10,0.28690172758638227,79.6899704259668,74.85497338869914,79.6899704259668,Inductive
0.1602870175861718,7.62298165111078,84.6668349091589,12,0.48064626429220353,88.84952231661602,71.5965384504057,88.84952231661602,Inductive
0.42380041845588623,5.22998980937594,84.23882259948157,11,0.21438716809981537,75.86908732098388,80.06871986941098,80.06871986941098,Microwave
0.3071005402109921,12.565651588609919,84.37339736613102,10,0.2789934377177915,80.16621531369617,76.04224098571746,80.16621531369617,Inductive
0.4268888800804863,8.328012173991935,84.01530854685284,11,0.20263982953189835,73.52351400269694,79.74659773667545,79.74659773667545,Microwave
0.45305453727573586,2.8306066251206907,86.03951745141158,8,0.20238283867535964,75.32647247684686,81.1977579310806,81.1977579310806,Microwave
0.13365598599801953,2.4244307114192063,85.97365663758409,11,0.5658500690605309,93.55146420180579,71.83598396019889,93.55146420180579,Inductive
0.47605337698311134,14.60495755132976,85.13986640959318,9,0.1575825729700482,65.0,81.63933254783448,81.63933254783448,Microwave
0.18970772378422393,10.682688320213037,86.06008452921137,8,0.4178362972368072,87.67704085859536,71.17810065712143,87.67704085859536,Inductive
0.24658751383314398,11.162557845848434,85.65764812799559,10,0.34580545611740054,82.8983460377912,72.62971364098843,82.8983460377912,Inductive
0.2060809470726902,3.659844650686254,84.397011068514,12,0.4405562191202512,88.65935275237707,72.2572146977401,88.65935275237707,Inductive
0.2737577462041715,5.251176115420135,84.78827453340963,8,0.3464028256141223,83.80757408652364,75.27865481094739,83.80757408652364,Inductive
0.21230894497634234,0.3647394964718076,84.31427395486698,8,0.4537448551275649,91.41638389612338,72.40000538891469,91.41638389612338,Inductive
0.4533976089065036,11.215781608461208,84.90069408889467,12,0.17826758191448802,68.66167912871649,78.93276760781423,78.93276760781423,Microwave
0.2540390914407701,12.767050072752854,85.62163983592289,10,0.3296277276413836,82.76704382061835,71.23927875221644,82.76704382061835,Inductive
0.47446190966431245,10.440446950124596,85.0465669747568,9,0.1685967802055453,68.15233190627897,80.88422639377046,80.88422639377046,Microwave
0.37880629639810726,10.53726125980664,85.44862762109459,12,0.2286415963178565,76.5501443749864,74.74109319957945,76.5501443749864,Inductive
0.20248277743778323,9.172705662985209,85.41203814904483,11,0.41028797474706247,84.67414040221581,72.60196819101,84.67414040221581,Inductive
0.38078675090308134,11.936890041541515,85.90845251214448,11,0.22247701876252687,76.09402563137459,80.23074695923445,80.23074695923445,Microwave
0.3688104541180798,4.922290012120979,83.5692027960156,9,0.2568178194948445,79.86238960635688,76.78635362272404,79.86238960635688,Inductive
0.11493927549968577,12.339008409894873,85.06415897003265,10,0.5177559310161669,89.10160297038973,67.0743189763044,89.10160297038973,Inductive
0.4079974212394444,3.2373154124526478,85.96831890650931,12,0.2323496348948633,78.32315516843849,78.2351499080303,78.32315516843849,Inductive
0.37980488430687753,2.0752963862670204,83.96702710949106,12,0.2587570751416339,80.96230450231671,77.25840665828903,80.96230450231671,Inductive
0.2734082950322968,11.16063964498673,85.40398982318436,9,0.317373281267107,82.11803944513649,72.05576965885089,82.11803944513649,Inductive
0.1625748170684344,3.75364347246893,84.73239901132725,8,0.5056530168534794,91.62198332356911,72.27889558897455,91.62198332356911,Inductive
0.4819461122652776,11.068453750436527,83.93853458709128,12,0.1630636145232656,65.07221999258115,79.44068718760948,79.44068718760948,Microwave
0.4031384441857476,0.21590232944633803,83.97606421338949,11,0.2469320523266188,80.05838080497588,80.04510910773222,80.05838080497588,Inductive
0.2896695316349301,1.467512409765022,83.9640460204161,12,0.3484307758683617,86.47466239109248,72.1595816622001,86.47466239109248,Inductive
0.34634003922088663,9.526404763014657,83.95984572672525,9,0.2575491476037984,79.0638152893101,77.45467179671468,79.0638152893101,Inductive
0.31575097936002505,10.259456540972117,85.05584166799201,9,0.28092838557783556,80.87439384306481,75.45355083411991,80.87439384306481,Inductive
0.25526797048260874,9.649323276635297,85.52970453961684,8,0.3440535826050908,84.02026030790519,74.09721495240599,84.02026030790519,Inductive
0.35037586804062915,12.306402656569022,84.46482013814665,9,0.2438604037382773,77.75263977693454,75.40995914175399,77.75263977693454,Inductive
0.11558525292409345,9.273808265068393,83.98609415879014,8,0.5409975931746388,91.04448871281687,71.3119893654238,91.04448871281687,Inductive
0.3726454675891159,5.1093685419636,84.50221026807498,10,0.2529745115800863,79.92511797565776,78.94392212026466,79.92511797565776,Inductive
0.4509888054108212,11.026065657058286,86.1620401979699,12,0.1801589652004112,69.45174677383358,80.29145635840419,80.29145635840419,Microwave
0.26938837692324746,8.527804256249375,84.98327872482868,10,0.3344324424250959,84.04747145402007,75.8547010647266,84.04747145402007,Inductive
0.23632141610120716,13.96135988405347,84.52674288893134,12,0.34266244373470106,82.78253640024941,70.7786308053982,82.78253640024941,Inductive
0.3959635041789499,3.5735422860596917,84.7392214872148,8,0.24025681546311173,76.97679448698223,76.06745032794612,76.97679448698223,Inductive
0.13999395486474536,0.8022794512105336,84.32581192281046,12,0.5681468454268728,92.6688450847394,70.2204096180235,92.6688450847394,Inductive
0.4802428587750225,8.601568321849292,85.16152595344224,12,0.17013531489699846,68.68140343805244,78.51866690684254,78.51866690684254,Microwave
0.4784778171526761,11.719440757068039,85.21545412340203,12,0.16328124396617685,65.878597946912,82.88667476282252,82.88667476282252,Microwave
0.38233259355147786,14.529779159612023,85.49107307318035,8,0.2129343232398433,72.62707993169231,76.4223055505245,76.4223055505245,Microwave
0.4287440237161425,10.593633407347443,85.16305818202197,12,0.1947096328152378,72.8612381445391,78.99083160769484,78.99083160769484,Microwave
0.3325221668907129,12.947077829835058,85.2319062492297,11,0.2557288393518717,78.23079233257832,72.99001524329837,78.23079233257832,Inductive
0.3832724782332799,7.22500481946173,85.8555823616327,11,0.23687859693846322,78.97685391332813,80.04176733872204,80.04176733872204,Microwave
0.46254175403789444,1.6679622345922702,84.54063884095386,10,0.19978498572797163,75.61403576968566,83.05313572896151,83.05313572896151,Microwave
0.4068779412434287,12.341855278150398,85.37731356355846,8,0.20341689074410582,73.39419470851264,79.17510345948409,79.17510345948409,Microwave
0.26008915714881,7.165723363203415,84.72543901069507,8,0.3516455155226649,84.95261529092018,73.85407415648396,84.95261529092018,Inductive
0.4971859184477202,1.106948471030983,85.78680344508678,10,0.18033127881598462,72.1045369060067,82.14720322948416,82.14720322948416,Microwave
0.16648617276370117,3.2521365987973683,85.96032923873072,8,0.5031342139763512,89.83429435513915,70.90098869709038,89.83429435513915,Inductive
0.3480530391206147,4.16071774471699,85.78104730118488,11,0.27760917298133125,82.55868423780048,79.18855603058613,82.55868423780048,Inductive
0.19175789828197987,3.9890688744635843,85.27340478062173,12,0.4589464128791403,88.51920594857764,73.24276299234535,88.51920594857764,Inductive
0.3738924690215517,2.4392540901733692,84.53847707547008,10,0.2622635859053551,80.64831841518739,79.98440661962024,80.64831841518739,Inductive
0.26729721451624755,13.990927250310198,84.01461538599214,9,0.31018837310770003,81.47136659272374,75.53363165627421,81.47136659272374,Inductive
0.2921480327465419,14.779290759982565,84.64205758059349,10,0.283108919211034,80.76681913005203,76.19720234833886,80.76681913005203,Inductive
0.4879657591258413,12.63178384703563,85.17494647382091,12,0.15624535753765256,65.0,83.062651563825,83.062651563825,Microwave
0.4652663009030572,8.77724298488208,85.18018828224449,12,0.17801787305297984,69.81701793623085,77.78765698130104,77.78765698130104,Microwave
0.151663766060598,14.310765408880835,85.26653863587185,12,0.4469332393600124,87.06377299944292,64.49112546077384,87.06377299944292,Inductive
0.4325485960250005,4.616658596565742,84.78538955044039,8,0.21039555981412167,74.1993630237617,82.10523364873957,82.10523364873957,Microwave
0.45066144106333805,6.052242993185955,86.19123613910759,12,0.1943177113766279,72.3849081666904,79.28651118441417,79.28651118441417,Microwave
0.10581786626715278,5.258813382098955,84.72615308910048,9,0.5928227144896003,91.78897347280754,72.0441457625992,91.78897347280754,Inductive
0.13640083642053213,10.895955489753424,86.20188564167682,8,0.4939689961716788,88.88380891580874,71.93607364463368,88.88380891580874,Inductive
0.4449454834986981,14.242809354864631,83.89591883342808,11,0.17502469457153308,67.08692589192884,78.88275677615738,78.88275677615738,Microwave
0.40756709652615897,0.9935396677779879,84.9950406882609,12,0.24063396450262317,79.32360166759591,80.64668044261188,80.64668044261188,Microwave
0.19605824751127723,1.137949921629959,83.84704339160321,8,0.47245340223579174,89.2604191017714,70.53004572665783,89.2604191017714,Inductive
0.2601201955641126,10.465013605453976,84.58890646613065,11,0.3346331755229574,84.31208168471524,73.39262652370553,84.31208168471524,Inductive
0.36702309540841094,2.5847980680244476,85.764113856401,9,0.26750784339179506,81.09488063514294,76.74486922937764,81.09488063514294,Inductive
0.2380330511289547,5.214288217240252,86.34634117149835,12,0.3885705217316063,85.72651851403445,74.37896551231545,85.72651851403445,Inductive
0.15149935931985758,4.951492699652331,84.77028792206129,10,0.5145663067203574,91.20884759096096,70.7728299483646,91.20884759096096,Inductive
0.44943144964271087,13.813086007977198,85.14520558210185,12,0.17364584202794964,68.12291767783401,79.3123867309252,79.3123867309252,Microwave
0.46961670364297325,3.5417479967610648,85.25250878134499,11,0.18989952029367282,73.20142126857496,77.4561995924713,77.4561995924713,Microwave
0.3989883752535026,0.5502480433589685,85.46124557044462,10,0.2489814116979643,80.24161170185992,83.34192937732622,83.34192937732622,Microwave
0.14286880453591044,6.711185502351819,85.89565992914766,10,0.5151956885585848,90.91616088568013,69.69478276401365,90.91616088568013,Inductive
0.3949620824375276,2.734258177139371,83.75159526849386,8,0.24408150999551453,79.35655113320021,77.89537034239444,79.35655113320021,Inductive
0.2420417213117219,9.73234260437364,83.31144038307986,9,0.3584811634785925,84.8776315147482,71.67482137163282,84.8776315147482,Inductive
0.33473644720835166,11.18159211276495,83.39394558290978,8,0.26073752515409493,78.29669425568318,76.8842203394383,78.29669425568318,Inductive
0.34302208891742914,3.6652973319698177,84.76849764229385,10,0.2842188724006768,82.38425052006535,76.87453127660588,82.38425052006535,Inductive
0.1948907166943978,1.5267370893060561,85.63798736358265,11,0.4714643142176459,90.46241911754288,74.80711080203469,90.46241911754288,Inductive
0.428344589261341,10.776859062548304,84.94039388277506,10,0.19442358209646188,72.82897117546797,79.65991841992896,79.65991841992896,Microwave
0.4077971732767748,2.8056562283628503,85.22380587982937,11,0.23400885708060346,80.14468610781321,78.13712813117326,80.14468610781321,Inductive
0.3442480169766531,4.329458298603837,84.75462688054255,12,0.2802996570108964,81.52211956071095,76.68577712657915,81.52211956071095,Inductive
0.22825687686380572,8.908246463368481,86.6536352014011,9,0.3793081974119851,87.11793251557276,70.491237016052,87.11793251557276,Inductive
0.37382861915193333,1.3180216686398523,85.18372997138651,12,0.26676626339677134,80.26927723360566,76.95045236217311,80.26927723360566,Inductive
0.41771577998658505,1.600488751701541,85.29691669869705,12,0.23083356109631054,78.82088545447378,79.36875054064394,79.36875054064394,Microwave
0.32978924527196474,12.627431651374081,84.87545821168634,10,0.25921496643408276,78.8350700525042,76.42555409428392,78.8350700525042,Inductive
0.1654623771462818,2.4639869689648943,85.5227197903319,12,0.5107883680739629,92.05770832414389,70.68661057531729,92.05770832414389,Inductive
0.33532267031802265,10.244730951256987,85.48649111297466,10,0.26393193661076664,78.98215553361986,79.22342276287543,79.22342276287543,Microwave
0.27549787015533567,8.662294063591885,84.80865706717586,8,0.3272967225540746,83.24063437599317,75.46156454960621,83.24063437599317,Inductive
0.3496951983655968,1.753470610625461,85.07649635671152,10,0.2863079756534885,83.87164626246303,78.76559976365947,83.87164626246303,Inductive
0.1557088290653549,11.910377839054439,86.36465988747015,12,0.4573600072142332,87.77703171695072,71.27208253855216,87.77703171695072,Inductive
0.41142877562030045,2.146919783227044,85.80791596883972,11,0.23360201682627948,77.70684560473042,79.59701895726182,79.59701895726182,Microwave
0.4507062547046998,5.131226230738612,84.78410005176531,12,0.19699263747341422,74.10386639402954,79.34566216197715,79.34566216197715,Microwave
0.1917005580930566,10.833788525895994,85.30184039443589,9,0.4142402624355645,86.71184996452692,71.06506431503372,86.71184996452692,Inductive
0.3262033389291895,10.742686120994282,84.15329167772236,10,0.26972523344670724,80.0393588374832,75.83498326142582,80.0393588374832,Inductive
0.26034056670545597,6.93008705466199,85.66845231867993,10,0.3526068313678949,85.15615375344649,72.08825759925408,85.15615375344649,Inductive
0.3023554715537864,9.171813531519717,84.29957997855051,11,0.2980556015189342,81.8769953798079,74.03765829924161,81.8769953798079,Inductive
0.12756861574688752,1.1598159823318088,86.04147933452808,8,0.5880299918816579,93.20492104854604,71.16102032673852,93.20492104854604,Inductive
0.1452952183363021,14.77261798443502,85.04457992983096,11,0.45298580745989037,86.31458994850598,66.92894060343464,86.31458994850598,Inductive
0.12190465552881254,5.027958624688514,86.2236402555685,11,0.5650309374871534,91.53446025476448,71.47697021858306,91.53446025476448,Inductive
